no,gubun,bummun,index_name,unit,sido,sigungu,jijache_2022,junguk_2022,origin_2022,jijache_2021,junguk_2021,origin_2021,jijache_2020,junguk_2020,origin_2020,jijache_2019,junguk_2019,origin_2019,z_jijache_2022,z_junguk_2022,z_jijache_2021,z_junguk_2021,z_jijache_2020,z_junguk_2020,z_jijache_2019,z_junguk_2019,sido_code
2,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,종로구,0,NA,2021년,24897,47769,2020,25215,48594,2018,25511,50464,2017,NA,NA,-0.5913427620642434,NA,-0.6091100420651144,NA,-0.6349634942076458,NA,11
3,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,중구,0,NA,2021년,25048,47769,2020,25234,48594,2018,25145,50464,2017,NA,NA,-0.5865468446441502,NA,-0.6085122510334253,NA,-0.6462859244740307,NA,11
4,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,용산구,0,NA,2021년,46008,47769,2020,45734,48594,2018,45800,50464,2017,NA,NA,0.07916460651581772,NA,0.03647280947331459,NA,-0.0073110688669770505,NA,11
5,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,성동구,0,NA,2021년,73389,47769,2020,75222,48594,2018,77055,50464,2017,NA,NA,0.9488137116785601,NA,0.9642444906549119,NA,0.9595811660397506,NA,11
6,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,광진구,0,NA,2021년,115561,47769,2020,117117,48594,2018,118520,50464,2017,NA,NA,2.2882403967128235,NA,2.28237371552954,NA,2.2423258955360703,NA,11
7,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,동대문구,0,NA,2021년,68567,47769,2020,69239,48594,2018,69610,50464,2017,NA,NA,0.7956619646607469,NA,0.7760032410445791,NA,0.7292656104844607,NA,11
8,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,중랑구,0,NA,2021년,98676,47769,2020,99254,48594,2018,100802,50464,2017,NA,NA,1.7519551938103402,NA,1.7203557576840813,NA,1.6942089024764828,NA,11
9,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,성북구,0,NA,2021년,109288,47769,2020,110663,48594,2018,108967,50464,2017,NA,NA,2.089003377002591,NA,2.079313540870491,NA,1.946798091342694,NA,11
10,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,강북구,0,NA,2021년,77014,47769,2020,78489,48594,2018,79791,50464,2017,NA,NA,1.063947490803316,NA,1.0670330854195715,NA,1.0442209726212515,NA,11
11,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,도봉구,0,NA,2021년,81314,47769,2020,83341,48594,2018,84853,50464,2017,NA,NA,1.2005199736271643,NA,1.2196900373014594,NA,1.2008169890377562,NA,11
12,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,노원구,0,NA,2021년,104607,47769,2020,106581,48594,2018,108750,50464,2017,NA,NA,1.9403299369796994,NA,1.9508828571149537,NA,1.940085065747597,NA,11
13,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,은평구,0,NA,2021년,119959,47769,2020,120008,48594,2018,120799,50464,2017,NA,NA,2.427925461703355,NA,2.3733323404039295,NA,2.3128281320855004,NA,11
14,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,서대문구,0,NA,2021년,78043,47769,2020,77349,48594,2018,77578,50464,2017,NA,NA,1.0966296035534882,NA,1.031165623518221,NA,0.9757604857919894,NA,11
15,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,마포구,0,NA,2021년,61982,47769,2020,62339,48594,2018,62513,50464,2017,NA,NA,0.5865154996851558,NA,0.5589107084837739,NA,0.5097156443627827,NA,11
16,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,양천구,0,NA,2021년,90850,47769,2020,91633,48594,2018,92837,50464,2017,NA,NA,1.503393275070936,NA,1.480578628604966,NA,1.4478068339744163,NA,11
17,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,강서구,0,NA,2021년,96698,47769,2020,98633,48594,2018,119390,50464,2017,NA,NA,1.6891318517113698,NA,1.700817429753609,NA,2.2692398691201,NA,11
18,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,구로구,0,NA,2021년,67401,47769,2020,67777,48594,2018,67416,50464,2017,NA,NA,0.758628589085722,NA,0.730004794290391,NA,0.6613929000897923,NA,11
19,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,금천구,0,NA,2021년,115867,47769,2020,116405,48594,2018,116959,50464,2017,NA,NA,2.297959275723079,NA,2.259972283184135,NA,2.19403542109392,NA,11
20,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,영등포구,0,NA,2021년,75896,47769,2020,73536,48594,2018,73556,50464,2017,NA,NA,1.0284386452691154,NA,0.9111984022639674,NA,0.8513374952690375,NA,11
21,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,동작구,0,NA,2021년,97805,47769,2020,98991,48594,2018,99051,50464,2017,NA,NA,1.7242913257778814,NA,1.712081071298068,NA,1.640040663688395,NA,11
22,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,관악구,0,NA,2021년,123765,47769,2020,125024,48594,2018,125489,50464,2017,NA,NA,2.5488079895237195,NA,2.5311491727698714,NA,2.4579161046246956,NA,11
23,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,서초구,0,NA,2021년,70854,47769,2020,71804,48594,2018,72325,50464,2017,NA,NA,0.868299468897524,NA,0.8567050303226175,NA,0.8132557694277263,NA,11
24,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,강남구,0,NA,2021년,89872,47769,2020,90862,48594,2018,108473,50464,2017,NA,NA,1.4723309754891398,NA,1.4563208977927369,NA,1.9315159040432563,NA,11
25,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,송파구,0,NA,2021년,111327,47769,2020,112660,48594,2018,111106,50464,2017,NA,NA,2.153764142695109,NA,2.142144524569611,NA,2.0129693436372227,NA,11
26,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,서울특별시,강동구,0,NA,2021년,76662,47769,2020,87213,48594,2018,85515,50464,2017,NA,NA,1.0527676038372706,NA,1.3415135570225372,NA,1.2212963574430755,NA,11
28,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,중구,0,NA,2021년,20762,47769,2020,20955,48594,2018,21398,50464,2017,NA,NA,-0.7226746728727581,NA,-0.7431410839070028,NA,-0.7622016244962834,NA,26
29,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,서구,0,NA,2021년,54068,47769,2020,54115,48594,2018,55267,50464,2017,NA,NA,0.33515860920424045,NA,0.30016157981999686,NA,0.2855562735698168,NA,26
30,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,동구,0,NA,2021년,17780,47769,2020,22041,48594,2018,21728,50464,2017,NA,NA,-0.8173861016589711,NA,-0.7089726070430848,NA,-0.7519928758954445,NA,26
31,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,영도구,0,NA,2021년,37781,47769,2020,38904,48594,2018,40036,50464,2017,NA,NA,-0.1821334902729731,NA,-0.1784173350760041,NA,-0.18562387776163003,NA,26
32,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,부산진구,0,NA,2021년,71977,47769,2020,71576,48594,2018,72471,50464,2017,NA,NA,0.9039671196443103,NA,0.8495315379423474,NA,0.817772367293552,NA,26
33,객관지표,안전,119안전센터 1개당 담당주민수,주민수/119안전센터1개,부산광역시,동래구,0,NA,2021년,67686,47769,2020,67812,48594,2018,66629,50464,2017,NA,NA,0.7676804862031166,NA,0.7311059882961343,NA,0.6370465814568825,NA,26
